kaltmiete_listing,overpriced,floor,furnished,num_photos,total_floors,building_age_years,listing_date,wg_typ,year_built,priority_score,num_rooms,plz,balcony,days_online,living_area_m2,stadtteil,living_area_text,energieausweis,dist_uni_km,contact_type,heating_type,kitchen,dist_uni_min,elevator,clicks_last_week,listing_id,nebenkosten_eur
244,False,2. OG,teilmöbliert,23,7,57,12.05.2026,gemischt,1969,4,2.5,93051,nein,79,16.6,Königswiesen,"16,6 qm",E,6.3,Privat,Gasetagenheizung,Einbauküche,25,ja,261,INS-2026-79075,135
221,False,EG,unmöbliert,11,4,64,31.01.2026,gemischt,1962,1,2.0,93051,nein,49,17.1,Königswiesen,17.1 m2,H,2.2,Privat,Zentralheizung,Einbauküche,9,ja,256,INS-2026-34725,201
459 warm,True,1. OG,teilmöbliert,12,4,8,13.04.2026,gemischt,2018,9,3.0,93051,nein,1,29.4,Dechbetten,"29,4 qm",B,10.2,Privat,Zentralheizung,Einbauküche,41,ja,287,INS-2026-41254,60
298 kalt,False,3. OG,unmöbliert,16,3,27,06.04.2026,gemischt,1999,10,2.5,93047,nein,19,14.7,Innenstadt,14.7 m2,E,2.7,Privat,Fernwärme,keine,12,nein,70,INS-2026-78507,150
503 warm,True,1. OG,möbliert,14,6,95,11.05.2026,Studenten-WG,1931,7,2.0,93055,nein,71,21.5,Burgweinting,"21,5 qm",D,2.3,Makler,Zentralheizung,keine,9,nein,272,INS-2026-23777,130
657 warm,True,EG,möbliert,15,7,35,15.03.2026,Berufstätigen-WG,1991,1,1.0,93049,nein,19,22.0,Westenviertel,22 m²,D,10.8,Privat,Zentralheizung,Einbauküche,43,nein,195,INS-2026-18249,126
346 warm,False,3. OG,möbliert,17,1,54,05.01.2026,Berufstätigen-WG,1972,6,2.0,93051,nein,84,18.3,Dechbetten,18 m²,B,5.6,Makler,Öl,Einbauküche,23,nein,129,INS-2026-13192,108
"147,00 EUR",False,1. OG,teilmöbliert,13,6,42,21.01.2026,gemischt,1984,3,3.0,93051,nein,12,10.7,Königswiesen,11 m²,E,6.3,Makler,Pellet,Pantry,24,ja,1,INS-2026-32795,73
kalt 530€,False,2. OG,teilmöbliert,2,5,66,12.01.2026,gemischt,1960,4,3.0,93059,ja,76,28.2,Stadtamhof,"28,2 qm",D,4.5,Privat,Öl,Pantry,17,nein,241,INS-2026-43368,171
337 kalt,False,1. OG,unmöbliert,5,3,74,06.06.2026,gemischt,1952,5,2.0,93047,ja,9,16.5,Innenstadt,16.5 m2,D,5.1,Privat,Öl,Pantry,20,nein,18,INS-2026-61816,77
298 €,False,4. OG,teilmöbliert,21,7,105,30.04.2026,gemischt,1921,9,2.0,93051,nein,63,16.7,Kumpfmühl,"16,7 qm",D,10.7,Makler,Zentralheizung,Pantry,43,nein,250,INS-2026-15591,162
"378,00 EUR",True,1. OG,teilmöbliert,18,3,28,18.05.2026,Studenten-WG,1998,4,2.0,93051,ja,66,17.0,Kumpfmühl,"17,0 qm",D,3.9,Privat,Zentralheizung,Einbauküche,16,nein,83,INS-2026-88168,118
257,False,Souterrain,unmöbliert,8,3,86,25.02.2026,gemischt,1940,2,2.0,93055,ja,23,21.8,Burgweinting,21.8 m2,A,9.4,Makler,Gasetagenheizung,Pantry,38,nein,76,INS-2026-27540,57
410 warm,True,1. OG,unmöbliert,23,7,28,27.03.2026,Berufstätigen-WG,1998,1,2.0,93055,ja,53,18.2,Burgweinting,18.2 m2,E,3.9,Genossenschaft,Fernwärme,Einbauküche,15,nein,222,INS-2026-92964,70
kalt 419€,False,3. OG,möbliert,18,3,52,14.04.2026,Männer-WG,1974,8,3.0,93051,nein,27,28.2,Königswiesen,"28,2 qm",A+,9.4,Privat,Fernwärme,Einbauküche,38,nein,167,INS-2026-43924,79
"359,00 EUR",False,2. OG,unmöbliert,2,3,31,23.02.2026,gemischt,1995,7,1.5,93049,nein,6,21.8,Westenviertel,21.8 m2,F,10.2,Makler,Nachtspeicher,Einbauküche,41,nein,164,INS-2026-33249,134
355 kalt,False,3. OG,unmöbliert,6,5,72,10.04.2026,Studenten-WG,1954,2,2.5,93059,nein,77,23.8,Stadtamhof,"23,8 qm",B,10.5,Privat,Öl,Pantry,41,nein,254,INS-2026-37553,105
390 warm,False,3. OG,teilmöbliert,4,4,98,18.01.2026,gemischt,1928,9,2.0,93049,nein,65,17.8,Großprüfening,18 m²,H,10.8,Privat,Fernwärme,Einbauküche,44,ja,94,INS-2026-47331,143
291 €,True,EG,unmöbliert,12,7,77,19.01.2026,Frauen-WG,1949,4,1.0,93049,nein,41,17.9,Großprüfening,17.9 m2,E,4.6,Privat,Zentralheizung,Einbauküche,19,nein,104,INS-2026-44729,163
437 warm,False,DG,unmöbliert,2,6,113,06.04.2026,Frauen-WG,1913,8,2.5,93055,ja,49,29.2,Burgweinting,29 m²,B,9.3,Makler,Gasetagenheizung,Einbauküche,37,nein,182,INS-2026-98549,114
kalt 230€,False,2. OG,teilmöbliert,2,1,45,04.02.2026,gemischt,1981,2,3.0,93051,ja,41,22.4,Ziegetsdorf,"22,4 qm",D,9.2,Genossenschaft,Öl,keine,37,ja,232,INS-2026-78853,105
340,True,EG,unmöbliert,24,2,116,27.05.2026,Männer-WG,1910,9,2.5,93053,nein,18,15.4,Kasernenviertel,15.4 m2,G,4.0,Privat,Gasetagenheizung,Einbauküche,16,nein,97,INS-2026-81523,60
448 €,True,3. OG,möbliert,16,2,48,27.01.2026,Studenten-WG,1978,3,1.0,93055,nein,19,26.0,Ostenviertel,26.0 m2,B,8.0,Makler,Gasetagenheizung,Pantry,32,nein,123,INS-2026-24930,100
"341,00 EUR",True,EG,teilmöbliert,6,3,99,12.02.2026,gemischt,1927,7,1.0,93051,ja,43,15.6,Königswiesen,15.6 m2,C,3.3,Genossenschaft,Zentralheizung,Einbauküche,13,ja,233,INS-2026-74428,108
745 warm,True,EG,möbliert,5,4,84,19.01.2026,Frauen-WG,1942,3,1.5,93053,nein,67,23.6,Galgenberg,"23,6 qm",E,1.6,Privat,Pellet,keine,6,nein,25,INS-2026-97481,167
331,True,Souterrain,möbliert,12,7,23,11.06.2026,gemischt,2003,3,1.0,93049,ja,51,19.3,Großprüfening,"19,3 qm",G,1.7,Privat,Öl,Pantry,7,ja,181,INS-2026-27126,102
348 warm,True,2. OG,möbliert,22,6,21,06.06.2026,Frauen-WG,2005,9,2.0,93055,nein,49,18.5,Burgweinting,"18,5 qm",D,6.8,Makler,Nachtspeicher,Pantry,27,ja,281,INS-2026-25168,72
"364,00 EUR",False,1. OG,unmöbliert,10,6,61,20.06.2026,gemischt,1965,6,2.0,93059,nein,77,17.9,Stadtamhof,18 m²,G,2.8,Privat,Zentralheizung,Pantry,11,nein,195,INS-2026-74063,183
445 €,True,2. OG,unmöbliert,23,7,106,02.05.2026,Studenten-WG,1920,8,2.0,93053,ja,41,20.6,Galgenberg,21 m²,H,2.7,Privat,Zentralheizung,Einbauküche,12,nein,170,INS-2026-37098,116
324,True,1. OG,unmöbliert,8,5,6,22.02.2026,Studenten-WG,2020,2,2.0,93059,nein,60,18.9,Reinhausen,18.9 m2,A+,7.4,Privat,Gasetagenheizung,Einbauküche,30,ja,12,INS-2026-82949,123
430 kalt,False,EG,unmöbliert,4,5,115,30.04.2026,Berufstätigen-WG,1911,5,2.0,93059,nein,50,27.5,Reinhausen,"27,5 qm",C,9.4,Privat,Gasetagenheizung,Pantry,37,ja,236,INS-2026-46662,98
184,False,3. OG,unmöbliert,23,3,86,30.01.2026,Studenten-WG,1940,4,3.0,93053,ja,6,10.6,Kasernenviertel,10.6 m2,B,2.5,Privat,Gasetagenheizung,Pantry,11,nein,143,INS-2026-83346,54
260,False,3. OG,unmöbliert,7,7,41,21.06.2026,Männer-WG,1985,10,2.0,93055,ja,51,20.0,Burgweinting,"20,0 qm",E,1.3,Genossenschaft,Öl,Einbauküche,5,nein,125,INS-2026-32565,61
413,True,EG,teilmöbliert,7,5,37,29.05.2026,gemischt,1989,6,1.5,93059,nein,34,16.2,Stadtamhof,16 m²,A+,4.6,Privat,Zentralheizung,Pantry,18,nein,30,INS-2026-38251,63
"502,00 EUR",True,EG,unmöbliert,7,4,81,18.02.2026,Studenten-WG,1945,9,1.0,93053,ja,69,20.9,Galgenberg,21 m²,C,4.5,Privat,Gasetagenheizung,Einbauküche,18,nein,232,INS-2026-51526,82
244,False,Souterrain,unmöbliert,22,5,125,02.02.2026,gemischt,1901,7,2.5,93051,ja,84,19.1,Ziegetsdorf,19.1 m2,F,3.1,Makler,Fernwärme,Einbauküche,12,nein,61,INS-2026-74313,95
324 kalt,False,Souterrain,unmöbliert,6,1,3,05.03.2026,Frauen-WG,2023,2,2.0,93049,ja,5,19.7,Karthaus-Prüll,20 m²,F,4.6,Privat,Öl,Einbauküche,19,nein,10,INS-2026-98677,144
35 €,False,4. OG,möbliert,20,2,76,06.04.2026,Studenten-WG,1950,2,2.0,93049,nein,54,21.8,Karthaus-Prüll,22 m²,A,7.6,Privat,Öl,Pantry,31,ja,236,INS-2026-87411,92
416 €,True,1. OG,teilmöbliert,13,1,9,25.02.2026,Studenten-WG,2017,8,2.5,93051,ja,83,18.8,Kumpfmühl,"18,8 qm",B,6.3,Privat,Zentralheizung,Einbauküche,25,ja,228,INS-2026-74846,107
400 warm,False,2. OG,teilmöbliert,9,4,89,18.01.2026,gemischt,1937,5,3.0,93051,nein,66,22.5,Dechbetten,"22,5 qm",E,7.5,Makler,Öl,Pantry,30,nein,46,INS-2026-88088,173
455 €,True,3. OG,unmöbliert,20,6,77,04.03.2026,Frauen-WG,1949,4,2.0,93053,nein,74,20.1,Kasernenviertel,"20,1 qm",H,2.5,Makler,Fernwärme,Pantry,10,ja,247,INS-2026-65007,147
462 warm,True,2. OG,unmöbliert,24,2,6,01.06.2026,Studenten-WG,2020,3,2.0,93049,nein,73,22.0,Karthaus-Prüll,22 m²,E,7.4,Privat,Zentralheizung,Pantry,30,nein,112,INS-2026-71035,97
"203,00 EUR",False,1. OG,unmöbliert,21,1,39,18.05.2026,Berufstätigen-WG,1987,8,1.0,93049,nein,29,15.4,Großprüfening,15.4 m2,F,3.9,Privat,Öl,Einbauküche,16,nein,117,INS-2026-78566,109
289 €,False,DG,teilmöbliert,7,7,123,12.02.2026,Studenten-WG,1903,10,3.0,93049,ja,1,17.3,Westenviertel,"17,3 qm",A,2.1,Privat,Zentralheizung,Pantry,9,nein,251,INS-2026-91527,116
kalt 366€,True,1. OG,teilmöbliert,13,7,77,06.05.2026,Männer-WG,1949,1,2.0,93049,nein,60,18.7,Westenviertel,"18,7 qm",D,2.7,Privat,Gasetagenheizung,Pantry,11,ja,5,INS-2026-63868,105
287,True,1. OG,teilmöbliert,12,5,18,03.04.2026,Berufstätigen-WG,2008,5,1.0,93055,nein,37,17.2,Burgweinting,"17,2 qm",A,8.3,Genossenschaft,Öl,Einbauküche,34,nein,164,INS-2026-93153,66
436 €,True,EG,möbliert,4,6,104,27.05.2026,Männer-WG,1922,8,1.5,93051,ja,33,19.0,Kumpfmühl,"19,0 qm",D,4.3,Makler,Zentralheizung,Pantry,17,ja,67,INS-2026-31518,112
Kaltmiete: 256 €,False,2. OG,teilmöbliert,24,2,29,11.05.2026,Studenten-WG,1997,1,3.0,93053,ja,42,14.4,Galgenberg,"14,4 qm",F,9.0,Genossenschaft,Fernwärme,Pantry,36,nein,293,INS-2026-56246,95
625,True,2. OG,möbliert,22,4,125,24.06.2026,gemischt,1901,2,2.0,93059,nein,46,20.8,Stadtamhof,"20,8 qm",E,1.0,Privat,Gasetagenheizung,Einbauküche,5,ja,169,INS-2026-63984,55
523,True,EG,unmöbliert,15,6,5,24.06.2026,Studenten-WG,2021,4,1.0,93051,nein,67,28.1,Königswiesen,28 m²,E,9.3,Makler,Gasetagenheizung,Einbauküche,37,nein,255,INS-2026-37203,56
"423,00 EUR",True,EG,unmöbliert,24,2,91,20.06.2026,gemischt,1935,1,1.5,93053,ja,76,20.4,Kasernenviertel,"20,4 qm",C,5.6,Privat,Fernwärme,keine,23,ja,275,INS-2026-85899,99
271 warm,False,Souterrain,unmöbliert,8,5,42,27.03.2026,gemischt,1984,3,2.0,93055,ja,70,13.4,Burgweinting,13 m²,E,10.3,Makler,Öl,Einbauküche,41,ja,157,INS-2026-78231,117
453 warm,False,1. OG,unmöbliert,5,1,125,12.03.2026,gemischt,1901,7,2.5,93049,nein,19,23.3,Karthaus-Prüll,23 m²,B,9.4,Privat,Nachtspeicher,Einbauküche,38,nein,100,INS-2026-70587,70
235 €,False,2. OG,unmöbliert,2,3,68,12.02.2026,Berufstätigen-WG,1958,6,3.0,93049,ja,61,17.2,Westenviertel,17 m²,A+,11.1,Makler,Zentralheizung,Einbauküche,44,nein,52,INS-2026-68882,93
367,True,3. OG,unmöbliert,13,5,14,03.04.2026,gemischt,2012,8,2.0,93051,nein,66,17.2,Kumpfmühl,17 m²,D,5.0,Makler,Zentralheizung,Einbauküche,20,ja,119,INS-2026-42443,112
336 €,True,4. OG,möbliert,25,4,22,22.04.2026,gemischt,2004,1,1.0,93053,nein,20,15.8,Galgenberg,15.8 m2,D,8.0,Privat,Öl,Einbauküche,32,nein,82,INS-2026-73491,105
452,True,3. OG,teilmöbliert,22,7,67,26.03.2026,Studenten-WG,1959,8,1.0,93047,ja,82,17.8,Innenstadt,17.8 m2,H,5.5,Privat,Fernwärme,Einbauküche,22,nein,224,INS-2026-10569,160
431 warm,False,EG,teilmöbliert,9,1,39,17.04.2026,gemischt,1987,8,3.0,93051,ja,85,23.6,Dechbetten,"23,6 qm",E,3.3,Privat,Zentralheizung,Pantry,12,nein,98,INS-2026-62130,135
"208,00 EUR",True,2. OG,möbliert,25,2,96,25.02.2026,Studenten-WG,1930,4,2.0,93051,nein,1,12.8,Königswiesen,13 m²,D,8.9,Privat,Öl,Einbauküche,36,nein,206,INS-2026-49741,58
"321,00 EUR",True,EG,teilmöbliert,24,6,41,17.04.2026,gemischt,1985,9,1.5,93051,ja,26,19.5,Königswiesen,20 m²,E,8.1,Privat,Pellet,Pantry,33,nein,5,INS-2026-69117,132
Kaltmiete: 339 €,True,1. OG,teilmöbliert,18,3,39,11.02.2026,Berufstätigen-WG,1987,9,2.0,93051,nein,35,17.7,Kumpfmühl,"17,7 qm",A,6.9,Makler,Fernwärme,keine,27,ja,111,INS-2026-87176,88
kalt 435€,False,1. OG,unmöbliert,22,2,63,02.02.2026,gemischt,1963,9,2.0,93053,nein,7,22.2,Kasernenviertel,22.2 m2,A+,8.8,Privat,Gasetagenheizung,Einbauküche,35,nein,180,INS-2026-65415,71
208,False,3. OG,unmöbliert,18,1,79,01.03.2026,Berufstätigen-WG,1947,5,3.0,93051,ja,36,17.9,Dechbetten,18 m²,D,5.9,Makler,Fernwärme,Einbauküche,24,nein,267,INS-2026-43433,156
449 €,False,4. OG,unmöbliert,5,4,30,03.03.2026,Berufstätigen-WG,1996,6,3.0,93053,nein,51,26.5,Kasernenviertel,"26,5 qm",D,4.5,Makler,Öl,Einbauküche,18,nein,79,INS-2026-92563,72
582 warm,True,DG,teilmöbliert,16,6,28,13.01.2026,gemischt,1998,6,2.0,93055,nein,46,27.0,Burgweinting,27.0 m2,D,3.8,Privat,Fernwärme,keine,15,ja,148,INS-2026-32462,106
542 warm,False,3. OG,unmöbliert,5,6,39,24.04.2026,Studenten-WG,1987,10,1.0,93051,ja,4,25.5,Kumpfmühl,"25,5 qm",D,3.5,Makler,Gasetagenheizung,Einbauküche,13,nein,164,INS-2026-18254,74
431,False,3. OG,teilmöbliert,20,1,69,17.04.2026,Berufstätigen-WG,1957,5,2.0,93047,ja,82,18.7,Innenstadt,19 m²,B,6.5,Privat,Zentralheizung,keine,26,nein,136,INS-2026-33983,132
581 warm,True,EG,möbliert,24,3,119,23.01.2026,gemischt,1907,1,1.0,93047,nein,10,16.2,Innenstadt,"16,2 qm",B,6.3,Makler,Pellet,keine,25,ja,176,INS-2026-75374,94
"32,00 EUR",False,4. OG,möbliert,19,2,87,28.06.2026,gemischt,1939,2,2.0,93051,nein,28,17.8,Kumpfmühl,18 m²,D,8.3,Makler,Zentralheizung,Einbauküche,33,nein,292,INS-2026-36095,56
473,True,1. OG,teilmöbliert,10,1,64,03.01.2026,Berufstätigen-WG,1962,6,1.5,93053,nein,55,20.9,Kasernenviertel,20.9 m2,H,2.3,Privat,Zentralheizung,Einbauküche,9,ja,297,INS-2026-22611,101
416,True,Souterrain,teilmöbliert,21,5,107,22.01.2026,Frauen-WG,1919,7,2.0,93053,ja,5,19.1,Galgenberg,19 m²,A,10.1,Privat,Gasetagenheizung,Einbauküche,40,nein,205,INS-2026-70345,87
546,True,2. OG,unmöbliert,7,7,4,06.05.2026,Studenten-WG,2022,8,1.0,93047,ja,82,17.8,Innenstadt,"17,8 qm",A+,4.1,Privat,Gasetagenheizung,keine,16,ja,57,INS-2026-43049,100
"427,00 EUR",True,EG,teilmöbliert,3,3,102,05.06.2026,Studenten-WG,1924,9,1.0,93053,nein,21,18.3,Kasernenviertel,"18,3 qm",D,3.4,Privat,Nachtspeicher,Pantry,14,nein,36,INS-2026-76271,83
Kaltmiete: 251 €,False,3. OG,teilmöbliert,11,5,117,25.03.2026,gemischt,1909,4,2.0,93055,nein,84,16.0,Ostenviertel,16 m²,F,6.5,Genossenschaft,Zentralheizung,keine,25,nein,169,INS-2026-28487,106
404 €,False,4. OG,unmöbliert,3,1,121,01.01.2026,gemischt,1905,7,1.0,93049,ja,14,28.6,Großprüfening,"28,6 qm",B,10.4,Makler,Nachtspeicher,Einbauküche,43,nein,231,INS-2026-27236,82
446 warm,True,1. OG,unmöbliert,15,2,15,12.06.2026,gemischt,2011,2,2.0,93055,ja,2,21.1,Ostenviertel,"21,1 qm",A,5.0,Makler,Öl,Einbauküche,21,nein,290,INS-2026-82773,68
371 €,True,1. OG,teilmöbliert,10,1,114,07.01.2026,gemischt,1912,2,2.5,93055,ja,76,21.2,Ostenviertel,21.2 m2,A,8.7,Privat,Zentralheizung,keine,35,nein,41,INS-2026-31205,123
Kaltmiete: 281 €,True,4. OG,teilmöbliert,3,6,76,24.03.2026,gemischt,1950,5,1.0,93051,ja,33,18.1,Dechbetten,18 m²,D,6.8,Genossenschaft,Gasetagenheizung,Einbauküche,27,ja,107,INS-2026-34600,153
"235,00 EUR",False,2. OG,unmöbliert,20,6,52,05.04.2026,Berufstätigen-WG,1974,3,2.5,93053,nein,32,15.4,Galgenberg,15 m²,F,8.3,Privat,Öl,Pantry,33,nein,241,INS-2026-29101,149
401 warm,False,Souterrain,teilmöbliert,9,4,88,26.03.2026,Studenten-WG,1938,7,2.0,93059,nein,30,16.3,Stadtamhof,16.3 m2,B,6.7,Privat,Zentralheizung,Pantry,27,ja,229,INS-2026-31462,84
"268,00 EUR",False,1. OG,möbliert,16,7,113,26.06.2026,Studenten-WG,1913,10,3.0,93055,nein,49,16.8,Ostenviertel,"16,8 qm",A,10.4,Privat,Öl,Pantry,42,nein,258,INS-2026-39022,122
348 €,False,4. OG,unmöbliert,24,5,15,07.04.2026,Studenten-WG,2011,1,3.0,93051,ja,88,27.0,Dechbetten,27 m²,E,8.7,Privat,Gasetagenheizung,Einbauküche,34,ja,142,INS-2026-42596,99
"345,00 EUR",True,3. OG,teilmöbliert,22,7,3,25.02.2026,Studenten-WG,2023,3,1.0,93051,ja,48,22.3,Ziegetsdorf,"22,3 qm",E,2.5,Privat,Nachtspeicher,Einbauküche,10,nein,218,INS-2026-19983,70
208,False,2. OG,unmöbliert,9,5,41,25.03.2026,gemischt,1985,1,2.0,93053,nein,26,13.0,Galgenberg,13 m²,C,8.8,Privat,Gasetagenheizung,Pantry,35,nein,268,INS-2026-66434,136
Kaltmiete: 244 €,False,3. OG,teilmöbliert,21,2,50,14.01.2026,gemischt,1976,5,2.0,93055,nein,41,18.2,Burgweinting,18.2 m2,D,5.2,Privat,Gasetagenheizung,Einbauküche,21,ja,282,INS-2026-86432,136
kalt 297€,True,2. OG,teilmöbliert,14,4,2,24.03.2026,Berufstätigen-WG,2024,5,2.0,93051,ja,66,16.5,Ziegetsdorf,16.5 m2,A+,4.8,Privat,Gasetagenheizung,Einbauküche,19,nein,230,INS-2026-75231,97
"432,00 EUR",True,Souterrain,möbliert,14,6,121,06.02.2026,Studenten-WG,1905,8,2.0,93053,ja,15,19.6,Galgenberg,"19,6 qm",D,6.3,Privat,Pellet,Einbauküche,25,nein,221,INS-2026-41104,112
451,True,1. OG,möbliert,15,2,107,08.03.2026,gemischt,1919,9,2.0,93055,ja,78,23.3,Ostenviertel,23 m²,F,11.2,Privat,Zentralheizung,keine,44,nein,208,INS-2026-48415,118
kalt 325€,False,EG,unmöbliert,13,3,34,09.03.2026,gemischt,1992,7,1.0,93051,ja,61,17.4,Kumpfmühl,"17,4 qm",C,8.7,Genossenschaft,Nachtspeicher,Einbauküche,35,nein,190,INS-2026-49686,120
439 warm,True,EG,teilmöbliert,5,5,98,02.05.2026,gemischt,1928,8,2.0,93051,ja,67,16.5,Königswiesen,"16,5 qm",G,2.9,Genossenschaft,Gasetagenheizung,Einbauküche,12,nein,176,INS-2026-92789,88
Kaltmiete: 278 €,True,EG,unmöbliert,8,5,118,05.01.2026,Männer-WG,1908,3,2.0,93059,ja,76,16.1,Reinhausen,16 m²,E,6.6,Privat,Gasetagenheizung,Einbauküche,26,nein,97,INS-2026-11537,157
481 €,True,1. OG,unmöbliert,25,5,105,11.02.2026,Studenten-WG,1921,4,3.0,93053,ja,18,22.7,Galgenberg,23 m²,A,3.9,Privat,Fernwärme,Pantry,15,nein,222,INS-2026-60537,109
224 €,False,DG,teilmöbliert,6,5,63,13.01.2026,Studenten-WG,1963,10,1.0,93055,ja,34,18.2,Burgweinting,18.2 m2,B,6.8,Privat,Öl,Pantry,27,nein,213,INS-2026-40476,134
442 kalt,False,3. OG,unmöbliert,9,7,42,07.03.2026,gemischt,1984,7,3.0,93051,ja,47,25.6,Kumpfmühl,26 m²,C,4.8,Genossenschaft,Fernwärme,Einbauküche,20,ja,219,INS-2026-18858,96
454 warm,True,1. OG,möbliert,4,3,65,01.02.2026,Studenten-WG,1961,7,1.0,93051,nein,9,16.4,Königswiesen,"16,4 qm",C,1.1,Privat,Gasetagenheizung,Einbauküche,5,ja,93,INS-2026-24620,126
"921,00 EUR",True,2. OG,teilmöbliert,5,1,80,24.02.2026,gemischt,1946,4,2.0,93047,ja,90,33.2,Innenstadt,33.2 m2,D,3.3,Privat,Gasetagenheizung,Einbauküche,12,ja,135,INS-2026-57532,75
kalt 391€,True,2. OG,möbliert,22,5,44,14.02.2026,Studenten-WG,1982,4,2.0,93053,ja,4,15.1,Galgenberg,15.1 m2,A+,3.1,Privat,Gasetagenheizung,Einbauküche,12,nein,17,INS-2026-34985,62
"343,00 EUR",True,1. OG,teilmöbliert,24,1,126,27.05.2026,Berufstätigen-WG,1900,10,1.5,93059,ja,70,14.2,Reinhausen,14 m²,A+,2.8,Privat,Fernwärme,Pantry,10,nein,194,INS-2026-47536,88
284,False,Souterrain,unmöbliert,13,7,100,15.03.2026,Frauen-WG,1926,2,2.0,93055,nein,39,22.2,Burgweinting,"22,2 qm",F,10.3,Privat,Öl,Pantry,42,nein,105,INS-2026-58797,173
352,False,EG,unmöbliert,8,1,82,31.03.2026,gemischt,1944,10,2.0,93047,ja,52,16.9,Innenstadt,16.9 m2,G,8.1,Privat,Zentralheizung,keine,32,nein,173,INS-2026-27317,155
Kaltmiete: 649 €,True,2. OG,möbliert,6,2,17,20.05.2026,gemischt,2009,9,2.5,93059,ja,41,22.9,Stadtamhof,23 m²,C,4.4,Privat,Zentralheizung,Einbauküche,18,ja,237,INS-2026-92010,84
707 warm,True,1. OG,teilmöbliert,18,5,100,27.04.2026,Studenten-WG,1926,2,2.0,93049,ja,66,27.2,Karthaus-Prüll,27 m²,A,10.1,Makler,Öl,Einbauküche,40,nein,267,INS-2026-16661,140
363,True,Souterrain,unmöbliert,21,2,124,17.05.2026,gemischt,1902,9,1.0,93049,ja,36,18.0,Westenviertel,18 m²,A,8.4,Makler,Gasetagenheizung,Einbauküche,33,nein,280,INS-2026-29270,104
376,True,4. OG,möbliert,9,7,9,01.02.2026,Berufstätigen-WG,2017,9,2.0,93051,nein,13,17.6,Königswiesen,"17,6 qm",C,5.4,Privat,Gasetagenheizung,Einbauküche,22,ja,299,INS-2026-99361,105
Kaltmiete: 445 €,True,EG,unmöbliert,9,5,16,02.05.2026,Studenten-WG,2010,1,2.0,93053,nein,89,21.3,Galgenberg,21.3 m2,C,8.3,Makler,Fernwärme,Einbauküche,34,ja,273,INS-2026-45159,80
250 €,True,1. OG,teilmöbliert,13,3,121,26.03.2026,Studenten-WG,1905,1,2.5,93055,nein,22,16.7,Burgweinting,16.7 m2,A,9.8,Privat,Fernwärme,Einbauküche,40,ja,125,INS-2026-46615,60
357 €,True,1. OG,teilmöbliert,4,6,29,12.06.2026,Frauen-WG,1997,1,2.0,93049,ja,21,17.9,Karthaus-Prüll,17.9 m2,F,3.3,Privat,Fernwärme,Pantry,13,nein,296,INS-2026-40815,169
"713,00 EUR",True,3. OG,möbliert,4,6,101,02.05.2026,gemischt,1925,1,2.0,93047,ja,81,23.6,Innenstadt,"23,6 qm",A,5.2,Privat,Zentralheizung,Einbauküche,21,nein,221,INS-2026-76834,94
416 €,True,1. OG,unmöbliert,8,2,15,14.04.2026,Studenten-WG,2011,8,3.0,93059,nein,60,18.8,Stadtamhof,18.8 m2,D,5.9,Privat,Zentralheizung,Einbauküche,23,nein,240,INS-2026-21713,162
383 €,True,2. OG,möbliert,17,5,51,30.04.2026,Studenten-WG,1975,9,2.5,93055,nein,51,26.3,Burgweinting,"26,3 qm",G,1.3,Genossenschaft,Öl,Einbauküche,5,nein,255,INS-2026-86028,82
333,True,EG,möbliert,11,3,112,22.05.2026,gemischt,1914,5,1.0,93051,ja,63,14.5,Königswiesen,14.5 m2,G,11.3,Privat,Zentralheizung,Einbauküche,45,nein,65,INS-2026-75754,82
186 €,False,DG,unmöbliert,11,7,75,27.04.2026,gemischt,1951,8,3.0,93051,nein,56,21.5,Dechbetten,"21,5 qm",B,9.8,Privat,Zentralheizung,Pantry,40,nein,242,INS-2026-69617,108
242 €,False,2. OG,teilmöbliert,20,2,19,19.02.2026,gemischt,2007,10,3.0,93055,ja,13,17.4,Burgweinting,"17,4 qm",D,3.3,Makler,Zentralheizung,Einbauküche,13,nein,273,INS-2026-96947,148
207,True,4. OG,unmöbliert,22,4,100,23.04.2026,Studenten-WG,1926,1,2.0,93051,nein,87,15.2,Dechbetten,"15,2 qm",F,9.1,Makler,Zentralheizung,Einbauküche,36,ja,18,INS-2026-24305,141
180 €,False,DG,unmöbliert,16,4,34,22.06.2026,Frauen-WG,1992,4,2.0,93055,ja,27,14.0,Ostenviertel,14.0 m2,C,7.9,Privat,Zentralheizung,Pantry,32,nein,116,INS-2026-98041,93
460,True,EG,möbliert,23,3,62,30.03.2026,Frauen-WG,1964,3,2.0,93047,nein,12,18.4,Innenstadt,18.4 m2,E,7.8,Makler,Fernwärme,Einbauküche,30,ja,117,INS-2026-27556,145
"182,00 EUR",False,3. OG,unmöbliert,7,1,63,12.04.2026,Studenten-WG,1963,2,3.0,93051,nein,84,21.0,Dechbetten,21 m²,D,6.2,Genossenschaft,Gasetagenheizung,Einbauküche,24,nein,91,INS-2026-39494,143
Kaltmiete: 396 €,False,3. OG,unmöbliert,21,3,44,06.01.2026,Studenten-WG,1982,1,2.0,93047,nein,88,20.1,Innenstadt,"20,1 qm",A+,5.7,Privat,Zentralheizung,keine,22,nein,275,INS-2026-22068,107
